id,name
1593063,1000 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 4.5 MG/ML Injection
1593459,100 ML sodium nitroprusside 0.5 MG/ML Injection
1593611,potassium chloride 20 MEQ Powder for Oral Solution
1593742,10 ML bupivacaine hydrochloride 2.5 MG/ML / epinephrine 0.005 MG/ML Injection
1593966,50 ML sodium bicarbonate 84 MG/ML Injection
1595799,ferrous fumarate
1597772,glimepiride 2 MG Oral Tablet
1703691,acyclovir 400 MG Oral Tablet
1707346,metronidazole 500 MG Oral Tablet
1707348,100 ML metronidazole 5 MG/ML Injection
1708995,minocycline 1 MG Oral Powder
1716903,moxifloxacin
1716905,moxifloxacin 400 MG Oral Tablet
1717707,valacyclovir 1000 MG Oral Tablet
1718737,50 ML potassium chloride 0.2 MEQ/ML Injection
1718752,50 ML potassium chloride 0.4 MEQ/ML Injection
1735948,rifaximin 200 MG Oral Tablet
1750299,povidone-iodine 75 MG/ML Topical Solution
1750562,clarithromycin 500 MG Oral Tablet
1754995,fluconazole 100 MG Oral Tablet
1754996,fluconazole 150 MG Oral Tablet
1790982,chlorhexidine gluconate 1.2 MG/ML Mouthwash
1836434,sulfamethoxazole 800 MG / trimethoprim 160 MG Oral Tablet
19000500,mefloquine hydrochloride 250 MG Oral Tablet
19000753,ferrous glycine sulfate
19003345,iron sorbitex
19005965,ondansetron 4 MG Disintegrating Oral Tablet
19007652,gadobenate
19008700,ketoconazole 20 MG/ML Medicated Shampoo
19009557,ferrous phosphate
19012705,water 1000 MG/ML Irrigation Solution
19016234,ferrous lactate
19018482,ammonium ferrous sulfate
19018750,acetazolamide 125 MG Oral Tablet
19018781,acetazolamide 250 MG Oral Tablet
19018811,atenolol 25 MG Oral Tablet
19019003,fluconazole 200 MG Oral Tablet
19019072,ibuprofen 400 MG Oral Tablet
19019073,ibuprofen 600 MG Oral Tablet
19019074,ibuprofen 800 MG Oral Tablet
19019113,lorazepam 1 MG Oral Tablet
19019114,lorazepam 2 MG Oral Tablet
19019116,lovastatin 20 MG Oral Tablet
19019308,24 HR nicotine 0.292 MG/HR Transdermal System
19019334,nimodipine 30 MG Oral Capsule
19019336,nitroglycerin 0.4 MG Sublingual Tablet
19019418,omeprazole 20 MG Delayed Release Oral Capsule
19019419,ondansetron 4 MG Oral Tablet
19020053,acetaminophen 500 MG Oral Tablet
19020131,bisacodyl 10 MG Rectal Suppository
19020136,caffeine 200 MG Oral Tablet
19022749,carvedilol 6.25 MG Oral Tablet
19023368,montelukast 10 MG Oral Tablet
19023551,omeprazole 40 MG Delayed Release Oral Capsule
19023564,cefdinir 300 MG Oral Capsule
19026476,ketoconazole 20 MG/ML Topical Cream
19027427,haloperidol 5 MG/ML Injectable Solution
19029026,modafinil 200 MG Oral Tablet
19033354,petrolatum
19036828,10 ML calcium chloride 100 MG/ML Injection
19036829,10 ML calcium chloride 100 MG/ML Prefilled Syringe
19041135,teferrol
19044609,zinc sulfate 220 MG Oral Capsule
19044757,0.5 ML vitamin K1 2 MG/ML Injection
19046742,aspirin 325 MG Oral Tablet
19049335,potassium chloride 1.33 MEQ/ML Oral Solution
19049684,potassium chloride 10 MEQ Extended Release Oral Tablet
19054670,ferrous ascorbate
19055036,ferrous cacodylate
19055848,ferrous oxalate
19057064,aluminum hydroxide 80 MG/ML / magnesium hydroxide 80 MG/ML / simethicone 8 MG/ML Oral Suspension
19057128,oxytocin 10 UNT/ML Injectable Solution
19057271,lorazepam 2 MG/ML Injectable Solution
19058398,insulin lispro 100 UNT/ML Injectable Solution
19059056,aspirin 81 MG Oral Tablet
19061731,ferrous chloride
19064496,fluorescein dilaurate
19067230,modafinil 100 MG Oral Tablet
19069200,ascorbic acid 500 MG Oral Tablet
19070224,soybean oil
19070869,ondansetron 2 MG/ML Injectable Solution
19072176,acetaminophen 32 MG/ML Oral Solution
19072240,acetazolamide 500 MG Injection
19072933,alprazolam 0.25 MG Oral Tablet
19072934,alprazolam 0.5 MG Oral Tablet
19073093,amlodipine 10 MG Oral Tablet
19073094,amlodipine 2.5 MG Oral Tablet
19073219,ampicillin 500 MG Oral Capsule
19073712,aspirin 81 MG Delayed Release Oral Tablet
19073777,azithromycin 250 MG Oral Tablet
19074523,calcium carbonate 1000 MG Chewable Tablet
19075034,cephalexin 500 MG Oral Capsule
19075153,chlorothiazide 50 MG/ML Oral Suspension
19075343,ciclopirox 80 MG/ML Topical Solution
19075378,ciprofloxacin 3 MG/ML Ophthalmic Solution
19075380,ciprofloxacin 500 MG Oral Tablet
19075430,50 ML clindamycin 18 MG/ML Injection
19075601,clopidogrel 75 MG Oral Tablet
19075602,clotrimazole 10 MG/ML Topical Cream
19075955,vitamin B12 0.1 MG Oral Tablet
19076145,dexamethasone phosphate 10 MG/ML Injectable Solution
19076175,2 ML dexmedetomidine 0.1 MG/ML Injection
19076659,250 ML dobutamine 2 MG/ML Injection
19077241,famotidine 20 MG Oral Tablet
19077342,ferrous sulfate 60 MG/ML Oral Solution
19077344,ferrous sulfate 325 MG Oral Tablet
19077513,folic acid 1 MG Oral Tablet
19077546,furosemide 20 MG Oral Tablet
19077550,gabapentin 600 MG Oral Tablet
19077607,100 ML gentamicin 0.8 MG/ML Injection
19077653,glucose 4000 MG Chewable Tablet
19077793,12 HR guaifenesin 1200 MG Extended Release Oral Tablet
19078106,hydrochlorothiazide 25 MG Oral Tablet
19078344,hydrocortisone 25 MG/ML Topical Cream
19078552,"insulin isophane, human 100 UNT/ML Injectable Suspension"
19078555,"insulin, regular, human 100 UNT/ML Injectable Solution"
19078612,indocyanine green
19078921,2 ML metoclopramide 5 MG/ML Injection
19078924,midazolam 1 MG/ML Injectable Solution
19079028,250 ML nitroglycerin 0.2 MG/ML Injection
19079119,nystatin 100000 UNT/ML Oral Suspension
19079151,ofloxacin 3 MG/ML Ophthalmic Solution
19079322,100 ML potassium chloride 0.1 MEQ/ML Injection
19079351,povidone-iodine 50 MG/ML Ophthalmic Solution
19079524,sodium chloride 9 MG/ML Injectable Solution
19079527,sodium chloride 1000 MG Oral Tablet
19079658,spironolactone 25 MG Oral Tablet
19079714,tazarotene 1 MG/ML Topical Cream
19080128,lisinopril 10 MG Oral Tablet
19080129,lisinopril 20 MG Oral Tablet
19080159,follicle stimulating hormone 75 UNT / luteinizing hormone 75 UNT Injection
19080217,pantoprazole 40 MG Delayed Release Oral Tablet
19080985,iohexol
19090159,"iron,peptonized"
19093967,100 ML magnesium sulfate 10 MG/ML Injection
19096133,ferrous succinate
19098138,budesonide 0.25 MG/ML Inhalation Suspension
19098167,lansoprazole 30 MG Disintegrating Oral Tablet
19102189,omeprazole 20 MG Delayed Release Oral Tablet
19102471,moxifloxacin 5 MG/ML Ophthalmic Solution
19106768,hydrochlorothiazide 12.5 MG Oral Tablet
19110701,fish oils
19111620,folic acid
19112656,100 ML acetaminophen 10 MG/ML Injection
19112670,pregabalin 150 MG Oral Capsule
19114106,citric acid 66.8 MG/ML / sodium citrate 100 MG/ML Oral Solution
19115197,amoxicillin 875 MG / clavulanate 125 MG Oral Tablet
19121182,sildenafil 20 MG Oral Tablet
19121841,nitric oxide 0.08 % / nitrogen 99.92 % Gas for Inhalation
19123202,dapsone 0.05 MG/MG Topical Gel
19123592,atorvastatin 20 MG Oral Tablet
19123605,amoxicillin 80 MG/ML / clavulanate 11.4 MG/ML Oral Suspension
19124686,glycerin 995 MG/ML Topical Solution
19126665,sodium chloride 6.5 MG/ML Nasal Spray
19127005,sodium chloride 30 MG/ML Inhalation Solution
19130382,eptacog alfa activated 0.001 MG Injection
19130450,60 ACTUAT ciclesonide 0.16 MG/ACTUAT Metered Dose Inhaler
19131058,magnesium chloride 0.00148 MEQ/ML / potassium chloride 0.0497 MEQ/ML / sodium acetate 0.0163 MEQ/ML / sodium chloride 0.0899 MEQ/ML / sodium gluconate 5.02 MG/ML Injectable Solution
19131097,polyethylene glycol 3350 420000 MG / potassium chloride 1480 MG / sodium bicarbonate 5720 MG / sodium chloride 11200 MG Powder for Oral Solution
19131109,NDA020983 60 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler
19131431,magnesium chloride 0.3 MG/ML / potassium chloride 0.37 MG/ML / sodium acetate 2.22 MG/ML / sodium chloride 5.26 MG/ML / sodium gluconate 5.02 MG/ML Irrigation Solution
19131610,phentermine hydrochloride 37.5 MG Oral Tablet
19132040,calcium chloride 0.004 MEQ/ML / magnesium chloride 0.003 MEQ/ML / potassium chloride 0.01 MEQ/ML / sodium acetate 0.0475 MEQ/ML / sodium chloride 0.109 MEQ/ML / sodium citrate 0.012 MEQ/ML Ophthalmic Solution
19133040,psyllium 3400 MG Powder for Oral Suspension
19133280,cyclobenzaprine hydrochloride 5 MG Oral Tablet
19134047,tramadol hydrochloride 50 MG Oral Tablet
19134227,witch hazel 500 MG/ML Medicated Pad
19135374,calcium chloride 0.0014 MEQ/ML / potassium chloride 0.004 MEQ/ML / sodium chloride 0.103 MEQ/ML / sodium lactate 0.028 MEQ/ML Injectable Solution
19135928,soy protein-iron complex
19137328,thiamine 100 MG Oral Tablet
35602744,1 ML vitamin K1 10 MG/ML Injection
35603044,100 ML dexmedetomidine 0.004 MG/ML Injection
35603224,10 ML furosemide 10 MG/ML Injection
35603428,2 ML fentanyl 0.05 MG/ML Injection
35603556,lidocaine 0.05 MG/MG Medicated Patch
35603600,1 ML hydromorphone hydrochloride 2 MG/ML Injection
35603814,2 ML bupivacaine hydrochloride 7.5 MG/ML Injection
35603815,bupivacaine hydrochloride 7.5 MG/ML Injection
35603870,250 ML esmolol hydrochloride 10 MG/ML Injection
35604302,100 ML tirofiban 0.05 MG/ML Injection
35604352,2 ML lidocaine hydrochloride 20 MG/ML Injection
35604509,2 ML sugammadex 100 MG/ML Injection
35604526,1 ML methylene blue 10 MG/ML Injection
35604832,10 ML morphine sulfate 0.5 MG/ML Injection
35605311,200 ML fluconazole 2 MG/ML Injection
35605342,ampicillin 1000 MG Injection
35605380,remifentanil 2 MG Injection
35605482,2 ML ondansetron 2 MG/ML Injection
35605728,"50 ML albumin human, USP 250 MG/ML Injection"
35605885,"50 ML albumin human, USP 50 MG/ML Injection"
35606533,methylprednisolone 125 MG Injection
35606552,2 ML famotidine 10 MG/ML Injection
35606564,250 ML dopamine hydrochloride 1.6 MG/ML Injection
36249642,Microencapsulated potassium chloride 20 MEQ Extended Release Oral Tablet
36249644,Microencapsulated potassium chloride 10 MEQ Extended Release Oral Tablet
36249687,1000 ML glucose 50 MG/ML / sodium chloride 4.5 MG/ML Injection
36249734,500 ML glucose 50 MG/ML Injection
36249735,glucose 50 MG/ML Injection
36249934,5 ML protamine sulfate (USP) 10 MG/ML Injection
36250115,azelastine hydrochloride 0.206 MG/ACTUAT Metered Dose Nasal Spray
36250122,fluticasone furoate 0.0275 MG/ACTUAT Metered Dose Nasal Spray
36250141,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray
37003436,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension"
37003518,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension"
40065007,mineral oil Oral Solution
40160973,0.4 ML enoxaparin sodium 100 MG/ML Prefilled Syringe
40162381,econazole nitrate 10 MG/ML Topical Cream
40162443,0.36 ML follitropin beta 833 UNT/ML Cartridge
40162447,0.5 ML ganirelix acetate 0.5 MG/ML Prefilled Syringe
40162494,acetaminophen 500 MG / hydrocodone bitartrate 5 MG Oral Tablet
40162511,acetaminophen 325 MG / hydrocodone bitartrate 10 MG Oral Tablet
40162515,acetaminophen 325 MG / hydrocodone bitartrate 5 MG Oral Tablet
40163208,phenytoin sodium 100 MG Extended Release Oral Capsule
40163234,phenytoin sodium 300 MG Extended Release Oral Capsule
40163473,trazodone hydrochloride 50 MG Oral Tablet
40163524,warfarin sodium 2 MG Oral Tablet
40163534,warfarin sodium 2.5 MG Oral Tablet
40163554,warfarin sodium 5 MG Oral Tablet
40163817,rifaximin 550 MG Oral Tablet
40164847,1 ML ketorolac tromethamine 15 MG/ML Injection
40164863,ketorolac tromethamine 5 MG/ML Ophthalmic Solution
40164897,metformin hydrochloride 1000 MG Oral Tablet
40164929,metformin hydrochloride 500 MG Oral Tablet
40164972,megestrol acetate 40 MG/ML Oral Suspension
40166165,atovaquone 250 MG / proguanil hydrochloride 100 MG Oral Tablet
40166540,tamsulosin hydrochloride 0.4 MG Oral Capsule
40166824,24 HR metoprolol succinate 100 MG Extended Release Oral Tablet
40166828,24 HR metoprolol succinate 25 MG Extended Release Oral Tablet
40166830,24 HR metoprolol succinate 50 MG Extended Release Oral Tablet
40167196,5 ML metoprolol tartrate 1 MG/ML Injection
40167213,metoprolol tartrate 25 MG Oral Tablet
40167259,polyethylene glycol 3350 17000 MG Powder for Oral Solution
40167431,buspirone hydrochloride 10 MG Oral Tablet
40168138,"sennosides, USP 35.2 MG/ML Oral Solution"
40169560,chorionic gonadotropin 10000 UNT/ML Injectable Solution
40169706,labetalol hydrochloride 5 MG/ML Injectable Solution
40171396,1 ML hydromorphone hydrochloride 1 MG/ML Prefilled Syringe
40173353,demeclocycline hydrochloride 150 MG Oral Tablet
40173507,0.5 ML Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumo...
40174776,1 ML hydralazine hydrochloride 20 MG/ML Injection
40175174,levothyroxine sodium 0.025 MG Oral Tablet
40175210,levothyroxine sodium 0.05 MG Oral Tablet
40175289,polyethylene glycol 3350 236000 MG / potassium chloride 2970 MG / sodium bicarbonate 6740 MG / sodium chloride 5860 MG / sodium sulfate 22740 MG Powder for Oral Solution
40176686,dextromethorphan hydrobromide 3 MG/ML / promethazine hydrochloride 1.25 MG/ML Oral Solution
40185276,losartan potassium 100 MG Oral Tablet
40185280,losartan potassium 25 MG Oral Tablet
40185304,losartan potassium 50 MG Oral Tablet
40220386,100 ML propofol 10 MG/ML Injection
40221350,200 ML vancomycin 5 MG/ML Injection
40221355,vancomycin 1000 MG Injection
40221381,150 ML sodium chloride 9 MG/ML Injection
40221382,sodium chloride 9 MG/ML Injection
40221700,codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML Oral Solution
40221871,24 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet
40222636,hydroxyzine hydrochloride 10 MG Oral Tablet
40222918,midodrine hydrochloride 10 MG Oral Tablet
40222924,midodrine hydrochloride 2.5 MG Oral Tablet
40223141,1 ML morphine sulfate 4 MG/ML Prefilled Syringe
40223757,"docusate sodium 50 MG / sennosides, USP 8.6 MG Oral Tablet"
40225159,oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray
40225943,bupivacaine hydrochloride 2.5 MG/ML / epinephrine 0.005 MG/ML Injectable Solution
40225949,bupivacaine hydrochloride 2.5 MG/ML Injectable Solution
40225960,bupivacaine hydrochloride 5 MG/ML / epinephrine 0.005 MG/ML Injectable Solution
40226826,epinephrine 0.005 MG/ML / lidocaine hydrochloride 5 MG/ML Injectable Solution
40226837,epinephrine 0.01 MG/ML / lidocaine hydrochloride 10 MG/ML Injectable Solution
40226840,epinephrine 0.01 MG/ML / lidocaine hydrochloride 20 MG/ML Injectable Solution
40226969,lidocaine hydrochloride 0.02 MG/MG Topical Gel
40227012,lidocaine hydrochloride 10 MG/ML Injectable Solution
40227049,lidocaine hydrochloride 20 MG/ML Injectable Solution
40227057,lidocaine hydrochloride 20 MG/ML Mucous Membrane Topical Solution
40227177,mepivacaine hydrochloride 20 MG/ML Injectable Solution
40229189,100 ML amiodarone hydrochloride 1.5 MG/ML Injection
40231439,mineral oil 1000 MG/ML Topical Oil
40232435,diphenhydramine hydrochloride 2.5 MG/ML Oral Solution
40232444,diphenhydramine hydrochloride 25 MG Oral Capsule
40232454,diphenhydramine hydrochloride 50 MG/ML Injectable Solution
40232700,oxycodone hydrochloride 1 MG/ML Oral Solution
40232756,oxycodone hydrochloride 5 MG Oral Tablet
40233964,triamcinolone acetonide 0.001 MG/MG Topical Ointment
40234365,magnesium citrate 58.2 MG/ML Oral Solution
40236481,methylphenidate hydrochloride 5 MG Oral Tablet
40236839,phenazopyridine hydrochloride 200 MG Oral Tablet
40236976,zinc oxide 0.4 MG/MG Paste
40238017,valproic acid 50 MG/ML Oral Solution
40239116,ferrous bisglycinate
40240688,docusate sodium 100 MG Oral Capsule
40240859,1 ML ephedrine sulfate 50 MG/ML Injection
40241504,dexamethasone phosphate 4 MG/ML Injectable Solution
40242221,magnesium sulfate 0.0277 MEQ/ML / potassium sulfate 0.0374 MEQ/ML / sodium sulfate 0.257 MEQ/ML Oral Solution
40243855,fluocinolone acetonide 0.1 MG/ML / hydroquinone 40 MG/ML / tretinoin 0.5 MG/ML Topical Cream
42629413,50 ML clevidipine 0.5 MG/ML Injection
42629419,100 ML clevidipine 0.5 MG/ML Injection
42707286,phenylephrine hydrochloride 10 MG/ML Injectable Solution
42707562,phenylephrine hydrochloride 25 MG/ML Ophthalmic Solution
42707627,rocuronium bromide 10 MG/ML Injectable Solution
42708415,docusate sodium 250 MG Oral Capsule
42708429,docusate sodium 10 MG/ML Oral Solution
42799410,cholecalciferol 1.25 MG Oral Tablet
42800034,0.65 ML varicella-zoster virus vaccine live (Oka-Merck) strain 29800 UNT/ML Injection
42800463,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid va..."
42800473,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.005 UNT/ML / Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML / diphtheria toxoid vaccine, inacti..."
42899398,medium chain triglycerides
42900448,olive oil
42902110,methylprednisolone acetate 40 MG/ML Injectable Suspension
42903714,chondroitin 4-sulfate
43011826,"heparin sodium, porcine 1000 UNT/ML Injectable Solution"
43011850,"heparin sodium, porcine 5000 UNT/ML Injectable Solution"
43011962,"heparin sodium, porcine 10000 UNT/ML Injectable Solution"
43012671,ergocalciferol 1.25 MG Oral Capsule
43013030,apixaban 5 MG Oral Tablet
43526395,prednisolone acetate 10 MG/ML Ophthalmic Suspension
43526896,nimodipine 3 MG/ML Oral Solution
43531769,ceresin
43531882,"0.5 ML influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus vaccine, B-Ma..."
43531929,"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus vaccine, B-Massachus..."
43531973,lanolin alcohols
43532840,"0.5 ML influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML Prefilled Syringe"
43560451,albuterol 0.833 MG/ML / ipratropium bromide 0.167 MG/ML Inhalation Solution
43677387,alteplase 1 MG/ML Injectable Solution
44506781,ferrous carbonate
44785017,"coagulation factor IX, human 1 UNT / coagulation factor X, human 1 UNT / factor VII, human 1 UNT / protein C, human 1 UNT / protein S, human 1 UNT / prothrombin, human 1 UNT Injection"
44785544,7 ACTUAT umeclidinium 0.0625 MG/ACTUAT / vilanterol 0.025 MG/ACTUAT Dry Powder Inhaler
44814412,raloxifene hydrochloride 60 MG Oral Tablet
44814562,ferrous cysteine glycinate
45774754,empagliflozin 10 MG Oral Tablet
45775763,suvorexant 10 MG Oral Tablet
45775773,suvorexant 20 MG Oral Tablet
45776038,succinylcholine chloride 20 MG/ML Injectable Solution
45776321,tetracaine hydrochloride 5 MG/ML Ophthalmic Solution
45892519,1250 MG testosterone 0.0162 MG/MG Topical Gel
46234148,10 ML etomidate 2 MG/ML Injection
46234349,"nitrofurantoin, macrocrystals 100 MG Oral Capsule"
46234523,doxycycline hyclate 100 MG Oral Capsule
46275169,1 ML hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML Injection
46275280,50 ML magnesium sulfate 40 MG/ML Injection
46275347,0.5 ML Streptococcus pneumoniae type 1 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 10A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 11A capsular polysaccharide antigen 0.05 MG/ML / Streptococ...
46275352,"0.5 ML heparin sodium, porcine 10000 UNT/ML Injection"
46275433,piperacillin 3000 MG / tazobactam 375 MG Injection
46275893,"antithrombin III, human 1 UNT Injection"
46275916,1 ML epinephrine 1 MG/ML Injection
46287328,ceftriaxone 1000 MG Injection
46287338,cefazolin 1000 MG Injection
46287342,2 ML verapamil hydrochloride 2.5 MG/ML Injection
46287345,cefazolin 2000 MG Injection
46287384,200 ML ciprofloxacin 2 MG/ML Injection
46287424,1 ML ketorolac tromethamine 30 MG/ML Injection
46287474,meperidine hydrochloride 50 MG/ML Injection
